Entity,Year,rice_production,tomatoes_production ,tea_production,potatoes_production,cocoa_beans_production,meat_chicken_production,bananas_production
East Timor,1988,1843101,5607591,4805.6,1095000,27287.25,14357,498138
East Timor,1989,1852079,5275374,4805.6,1189000,28398.86,12857,463497
East Timor,1990,1598417,6003346,4805.6,1478229,28452.01,14004,536846
East Timor,1991,1424536,5268347,4805.6,1430760,29428.77,12468,520321
East Timor,1992,1757468,5712085,4805.6,1800748,28105.84,12493,466131
East Timor,1993,1970801,6410743,5182.6,1862018,33,12000,460789
East Timor,1994,1791056,5860900,4805.6,1657029,33.22,11600,477821
East Timor,1995,1715603,6645878.5,5182.6,1637807,33.2,11058,430149
East Timor,1996,1831674,6815434,5182.6,1786057,33.17,10540,419236
East Timor,1997,1682637,6775615,5182.6,1618650,33.15,10572,398374
East Timor,1998,1918064,7055158,5182.6,1600000,33.12,10604,390114
East Timor,1999,2126434,7270943,5789.6,1324649,33.09,10669,423390
East Timor,2000,2222693,6744619,5182.6,2599100,33.06,10669,383802.84
East Timor,2001,2093997,7225838.5,5789.6,2626021,33.03,10700,455544.2
East Timor,2002,2167715,7345706,5789.6,1802761,33,10737,432546.25
East Timor,2003,2085253,7297746,5789.6,1984013,32.97,10760,412624.97
East Timor,2004,2369446,7092232.5,5789.6,1808890,32.62,10796,440149.47
East Timor,2005,2264663,7468133,5789.6,1769910,35,10828,463650.34
East Timor,2006,2236081.5,20700,39669.4,1903134,33.04,10774.88,452732.72
East Timor,2007,2037851.9,64413,31697,1985317,32.91,10808.1,445535.44
East Timor,2008,2253098.5,68744,31697,2039351,32.78,11022.02,456915.12
East Timor,2009,2156158,79592,22480.8,2546610,32.64,11131.66,377042.12
East Timor,2010,2711356.2,53596,51147,3167430,32.51,10565.08,380717
East Timor,2011,2755966,98504,31697,2312790,30,10314,391643.94
East Timor,2012,2678005.5,57420,41400.8,2760460,31.24,10341,404542.7
East Timor,2013,2722871.2,38585,55651.4,3567050,32.12,10406,383074.56
East Timor,2014,2487019.8,25194,55651.4,3659284,31.92,10471,428069.34
East Timor,2015,2575901,24186,55651.4,3643217,31.65,10532,378223.6
East Timor,2016,2635004.2,24435,67749.2,4338431,31.62,76500,404489.25
East Timor,2017,2709424.2,26556,69020.4,4758040,31.48,84000,392711.12
East Timor,2018,2888461.2,24486,67749.2,4265178,31.37,77600,398674.4
East Timor,2019,2674144.8,33327,58183,4611065,31.27,90100,414779.28
East Timor,2020,2612330,37243,370856,4955445,0,78100,445163.4
East Timor,2021,2780381.5,42552,6375.8,4113441,0,60300,457751.75
Eastern Africa (FAO),1961,2599145.8,33872,6054.6,4841040,0,58500,609870
Eastern Africa (FAO),1962,3175591.5,36742,3063.6,4960062,0,56500,642870
Eastern Africa (FAO),1963,3067726,32300,3081.6,5200563,33,60700,658320
Eastern Africa (FAO),1964,3117760,38147,2338.6,6786340,33.22,70100,673800
Eastern Africa (FAO),1965,3159888.8,42309,2338.6,6902817,33.2,70900,8800
Eastern Africa (FAO),1966,2921913.2,36783,3256.4,3600,33.17,75800,7100
Eastern Africa (FAO),1967,2834622,35999,2338.6,3800,33.15,80100,9100
Eastern Africa (FAO),1968,3021546.2,63980,4545,4000,33.12,85300,6300
Eastern Africa (FAO),1969,3068989.2,64677,3256.4,4200,33.09,82400,4000
Eastern Africa (FAO),1970,3075081,67505,2338.6,4600,33.06,88200,6500
Eastern Africa (FAO),1971,2840880,73273,3256.4,4900,33.03,92700,4200
Eastern Africa (FAO),1972,2857880,118189,3256.4,4100,33,88600,6200
Eastern Africa (FAO),1973,2845460,84131,3256.4,3600,32.97,90772,5800
Eastern Africa (FAO),1974,2639000,88077,1558.2,3500,32.62,87899,5500
Eastern Africa (FAO),1975,22760,76862,3256.4,2800,35,96100,5000
Eastern Africa (FAO),1976,22455,100651,1558.2,3269,33.04,102233,4600
Eastern Africa (FAO),1977,21947,89867,1558.2,5490,32.91,102388,4500
Eastern Africa (FAO),1978,17984,66203,1558.2,10400,32.78,103051,4300
Eastern Africa (FAO),1979,14326,64035,1558.2,11267,32.64,107186,4500
Eastern Africa (FAO),1980,14326,64767,1558.2,6534,32.51,107036,4500
Eastern Africa (FAO),1981,14733,44708,1558.2,3843,30,105763,4800
Eastern Africa (FAO),1982,17600,64551,3659.6,1654,31.24,109893,4800
Eastern Africa (FAO),1983,17273,62189,1558.2,4090,32.12,118663,5000
Eastern Africa (FAO),1984,20400,61426,1558.2,3832,31.92,123736,5000
Eastern Africa (FAO),1985,17340,28976,1558.2,6086,31.65,129209,5200
Eastern Africa (FAO),1986,17340,58645,1558.2,5000,31.62,144739,5200
Eastern Africa (FAO),1987,15760,45046,1558.2,4000,31.48,153400,5500
Eastern Africa (FAO),1988,17279,84886,3659.6,3000,31.37,159900,5500
Eastern Africa (FAO),1989,22928,72160,3659.6,2717,31.27,157700,5500
Eastern Africa (FAO),1990,20275,61929,3659.6,2523,120497,156700,5700
Eastern Africa (FAO),1991,17966,70094,3659.6,2426,127401,160773,5700
Eastern Africa (FAO),1992,16105,50551,1558.2,2375,136110,174370,5800
Eastern Africa (FAO),1993,18717,46536,1558.2,2375,147212,186286,5900
Eastern Africa (FAO),1994,17846,53518,3659.6,7850,130790,187475,6000
Eastern Africa (FAO),1995,16972,36221,3659.6,7000,146392,198697,6100
Eastern Africa (FAO),1996,20302,62955.88,3659.6,7500,148032,200739,6200
Eastern Africa (FAO),1997,16160,13121,3659.6,7800,161658,188000,5483.2
Eastern Africa (FAO),1998,22246,71830.56,3659.6,7500,156072,187000,5429.62
Eastern Africa (FAO),1999,27574,68355.07,3659.6,7600,192589,182800,6200
Eastern Africa (FAO),2000,24219,55550.41,3659.6,7700,185712,166400,6300
Eastern Africa (FAO),2001,23477,62675,1558.2,7750,161496,172300,6300
Eastern Africa (FAO),2002,32147,31891,3659.6,7800,169250,176100,2416
Eastern Africa (FAO),2003,31827,31591.41,3659.6,12070,156265,168600,2500
Eastern Africa (FAO),2004,26477,38438.38,3659.6,13984,127241,186400,3000
Eastern Africa (FAO),2005,29038,55277.2,1558.2,16184,107145,188746,3978.02
Eastern Africa (FAO),2006,22479,869135,3659.6,16896,130654,187895,3980.01
Eastern Africa (FAO),2007,22284,986926,3659.6,17701,134430,168268,3200
Eastern Africa (FAO),2008,18019,1055913,3659.6,12727,150120,159539,3500
Eastern Africa (FAO),2009,18496,1192968,3659.6,4043,143021,145139,3800
Eastern Africa (FAO),2010,17370,1242154,3659.6,3628,144551,154109,4500
Eastern Africa (FAO),2011,17385,1365959,3659.6,5116,127185,151712,2852
Eastern Africa (FAO),2012,5092,1229755,3659.6,5178,128828,146400,8426
Eastern Africa (FAO),2013,17301,1496000,3659.6,5748,139261,156900,4458
Eastern Africa (FAO),2014,13170,1548000,3659.6,5326,136185,165100,4442
Eastern Africa (FAO),2015,14612,1555000,3659.6,5326.41,143236,163100,4810
Eastern Africa (FAO),2016,12852,1638000,3659.6,3730,154026,65,730
Eastern Africa (FAO),2017,15504,1668000,3659.6,5234,152398,70,4634
Eastern Africa (FAO),2018,14358,1577000,3659.6,12611,147017,77,5021.76
Eastern Africa (FAO),2019,15189,1729000,3659.6,6642,135529,82,5273
Eastern Africa (FAO),2020,12732,2107000,332,7127,125041.09,89,4148
Eastern Africa (FAO),2021,14870,2066000,332,13304,119120,95,4355.91
Eastern Asia (FAO),1961,11595,1967000,393711.2,10595.45,118463.66,101,4888
Eastern Asia (FAO),1962,11637,2198523,393711.2,10596.95,125657.51,107,5086
Eastern Asia (FAO),1963,7664,2421528,296105.6,8468,153007.95,113,8763.4
Eastern Asia (FAO),1964,7914,2467793,100860.8,10339.64,144500.95,118,7585.59
Eastern Asia (FAO),1965,4653,2453525,370,10683.11,144959.92,123,0
Eastern Asia (FAO),1966,6873,2657045,380,41000,142804.17,129,0
Eastern Asia (FAO),1967,6843.45,2862000,380,40972.92,134465.56,135,0
Eastern Asia (FAO),1968,6329,2993000,380,40000,139581.75,141,0
Eastern Asia (FAO),1969,8649,3576000,380,39000,138146.19,145,190750
Eastern Asia (FAO),1970,9081,4456000,340,42000,138237.86,150,206870
Eastern Asia (FAO),1971,7051,4921000,332,45000,168789.47,155,201440
Eastern Asia (FAO),1972,6589.15,4212000,380,40000,179421.52,155,228900
Eastern Asia (FAO),1973,8846.96,3997000,315.6,28156.37,151894.47,160,2500
Eastern Asia (FAO),1974,10367.75,4233842,315.6,17415,175408.88,165,2720
Eastern Asia (FAO),1975,0,3795987,312,15280,224856.38,170,1800
Eastern Asia (FAO),1976,0,4693985,300.4,10850,240356.45,175,1840
Eastern Asia (FAO),1977,0,4762570,300.4,16000,246105.6,180,1280
Eastern Asia (FAO),1978,0,5010682,274,17488,275082.94,180,1300
Eastern Asia (FAO),1979,133690,5034197,226.6,11978,251106.94,180,1150
Eastern Asia (FAO),1980,130230,5995411,209.2,1022,277290.6,185,1130
Eastern Asia (FAO),1981,117390,5873441,211.4,232,286042,190,1200
Eastern Asia (FAO),1982,121900,5753279,226.6,102,282075.03,200,1700
Eastern Asia (FAO),1983,97830,6273760,199.4,39.91,323171.8,200,1600
Eastern Asia (FAO),1984,102340,6785640,185,138.99,229666.08,220,1600
Eastern Asia (FAO),1985,116990,6328720,209.2,138.83,268379.5,230,600
Eastern Asia (FAO),1986,84810,6777875,185,138.83,277594.38,250,600
Eastern Asia (FAO),1987,95390,7140198,169.4,104.59,311728.53,270,600
Eastern Asia (FAO),1988,90680,7640818,169.4,69.37,318008.47,300,300
Eastern Asia (FAO),1989,76510,7600000,169.4,37.05,342775.1,300,300
Eastern Asia (FAO),1990,41450,8576070,212,70.34,198083,310,300
Eastern Asia (FAO),1991,69330,8639024,212,58.92,226192,315,300
Eastern Asia (FAO),1992,49250,9204097,212.2,55.44,237397,340,300
Eastern Asia (FAO),1993,42400,10278539,232.4,61.56,266764,340,50
Eastern Asia (FAO),1994,30400,8544993,212,58.64,224624,340,50
Eastern Asia (FAO),1995,24110,8105263,266.8,669100,264240,340,50
Eastern Asia (FAO),1996,36790,8625219,390,538600,260732,340,50
Eastern Asia (FAO),1997,30000,8290551,212,562991,264025,340,50
Eastern Asia (FAO),1998,25300,8288043,370,537389,294417,340,150
Eastern Asia (FAO),1999,20100,7737827,390,500194,318419,340,150
Eastern Asia (FAO),2000,27100,7320714,232.4,437466,359297,340,150
Eastern Asia (FAO),2001,38000,6729004,266.8,316700,314723,340,915
Eastern Asia (FAO),2002,35600,6777754,370,403700,335659,340,915
Eastern Asia (FAO),2003,61560,6814460,306.8,471700,366146,340,915
Eastern Asia (FAO),2004,60020,6493950,390,343100,353291,340,1080
Eastern Asia (FAO),2005,59500,6245787,348.4,210861,343695,340,3760
Eastern Asia (FAO),2006,74896,11300,301.8,244383,419208,359.87,3920
Eastern Asia (FAO),2007,105825,12000,301.8,166521,440537,362.48,4495
Eastern Asia (FAO),2008,121300,12400,293.8,209772,525589,361.12,4495
Eastern Asia (FAO),2009,115042,13000,293.8,152632,531017,362.1,3870
Eastern Asia (FAO),2010,127736.5,12700,300.8,191754,582190,362.76,4495
Eastern Asia (FAO),2011,131041.5,14200,228.8,125200,487305,363.81,4495
Eastern Asia (FAO),2012,128509,15800,223,139050,547818,365.67,4473
Eastern Asia (FAO),2013,127305,15900,183.6,163373,696493,366.04,4494
Eastern Asia (FAO),2014,120279,18500,183.6,164716,684901,366.95,4500
Eastern Asia (FAO),2015,127088,17200,180.2,138872,748709,367.85,4330
Eastern Asia (FAO),2016,113823.2,17500,180.2,127748,814243,19000,4125
Eastern Asia (FAO),2017,110256,18000,180.2,117300,980061,20000,3842
Eastern Asia (FAO),2018,115958,18500,180.2,117200,945556,21000,3582
Eastern Asia (FAO),2019,102810,19000,180.2,89842,961481,22000,415
Eastern Asia (FAO),2020,105227,19085,180.2,91182,920895.1,23000,425
Eastern Asia (FAO),2021,106723,11680,190.6,58030,956997,24000,435
Eastern Europe (FAO),1961,115110,11454,370,80130,953556.7,25000,450
Eastern Europe (FAO),1962,102306,19886,370,88390,966334.8,26000,460
Eastern Europe (FAO),1963,94782,17690,100860.8,66270,1286571.8,27000,475
Eastern Europe (FAO),1964,97315.6,21068,370,2024,1412340.6,28000,485
Eastern Europe (FAO),1965,111523,21896,110425.2,1221,1279105.8,30000,500
Eastern Europe (FAO),1966,137131.6,22080,100860.8,1176,1383059.5,31000,520
Eastern Europe (FAO),1967,120170,26146,103990.8,1300,1291694.4,32000,535
Eastern Europe (FAO),1968,130400,26910,103990.8,1400,1547229.5,30000,550
Eastern Europe (FAO),1969,124091,29808,370,1633,1359942.4,36000,570
Eastern Europe (FAO),1970,80801,28336,100860.8,1814,1415011.5,37000,600
Eastern Europe (FAO),1971,83492,28566,370,2500,1510727.5,39200,630
Eastern Europe (FAO),1972,80858.2,26220,380,3500,1586282.6,47000,650
Eastern Europe (FAO),1973,80297,24279,370,4046,1487732.2,53600,680
Eastern Europe (FAO),1974,92544,24610,380,7258,1654339.9,66088,700
Eastern Europe (FAO),1975,71430,15500,380,5128,1481921.1,64028,700
Eastern Europe (FAO),1976,82570,16000,380,6243,1676784.6,60718,700
Eastern Europe (FAO),1977,76320,17500,380,5734,1532307.1,73702,700
Eastern Europe (FAO),1978,62340,18909,380,2218,1637011.2,84114,700
Eastern Europe (FAO),1979,385,43777,380,9283,1924583.5,81086,700
Eastern Europe (FAO),1980,620,25682,380,6000,1789311.8,82789,500
Eastern Europe (FAO),1981,60,29663,370,6000,1729338.8,89313,540
Eastern Europe (FAO),1982,70,36050,332,6000,1954015.8,103372,695
Eastern Europe (FAO),1983,75,29808,332,6000,2124103.8,108290,694
Eastern Europe (FAO),1984,130,21352,332,6000,2051168.2,109716,493
Eastern Europe (FAO),1985,90,20248,332,6000,2449856,158123.92,460
Eastern Europe (FAO),1986,20,21500,332,6000,2551260.8,184477.9,530
Eastern Europe (FAO),1987,60,22824,352,6000,2636222.8,188741.72,440
Eastern Europe (FAO),1988,15,25417,352,6500,2640573.8,141522.27,643
Eastern Europe (FAO),1989,40,29415,352,6500,2634040.8,137031.66,513
Eastern Europe (FAO),1990,24,35886,100860.8,6500,500,148689.1,601
Eastern Europe (FAO),1991,100,40032,380,6500,500,156264.17,696
Eastern Europe (FAO),1992,100,44436,110425.2,5966,500,169191.69,704
Eastern Europe (FAO),1993,100,17663,198335,6000,500,182709,628
Eastern Europe (FAO),1994,100,17663,110425.2,5910.26,500,211017.88,730
Eastern Europe (FAO),1995,150,21592,100860.8,5955.66,500,281287.94,507
Eastern Europe (FAO),1996,335,18627,103990.8,6001.09,600,251943.95,469
Eastern Europe (FAO),1997,800,14527,380,6046.55,600,230634.53,500
Eastern Europe (FAO),1998,360,13964,198335,6098.94,600,268957.8,550.89
Eastern Europe (FAO),1999,550,14652,370,6139.28,600,334974.4,700
Eastern Europe (FAO),2000,450,18114,110425.2,6183.74,600,354346.28,814
Eastern Europe (FAO),2001,2476,22017.59,370,6500,600,363292.22,859
Eastern Europe (FAO),2002,5022,19914.59,370,5500,600,326094.12,972
Eastern Europe (FAO),2003,7810,21861,380,6000,500,338578.1,558
Eastern Europe (FAO),2004,8750,23359.2,315.6,6174.75,617,278422.5,567
Eastern Europe (FAO),2005,13030,22522.32,332,6200,621,285097.7,192
Eastern Europe (FAO),2006,14295,7876,352,6500,626,263081.38,120
Eastern Europe (FAO),2007,16422,6307,370,6427.41,500,284242,236
Eastern Europe (FAO),2008,21649,2899,315.6,6700,500,307181.66,188.87
Eastern Europe (FAO),2009,28500,2874,332,6000,500,316385.25,195.66
Eastern Europe (FAO),2010,24315,2682,315.6,6565.6,400,325769.84,210.55
Eastern Europe (FAO),2011,27549,2719,274.2,6785.99,400,338636.8,209.76
Eastern Europe (FAO),2012,25190,2197,312,7100,300,349157.56,213.38
Eastern Europe (FAO),2013,25276,2208,199.4,7200,300,354713.72,205.78
Eastern Europe (FAO),2014,30977,2248,183.6,7300,300,312753.1,208.34
Eastern Europe (FAO),2015,31243,3610,211.4,8000,300,346883.12,213.14
Eastern Europe (FAO),2016,24896,4194,183.6,8200,200,520,211.16
Eastern Europe (FAO),2017,19883,2382,209.2,8105.51,200,552,207.15
Eastern Europe (FAO),2018,19612,4075,173,8054.49,600,576,203.14
Eastern Europe (FAO),2019,31544,5105,173,8248.35,400,640,10000
Eastern Europe (FAO),2020,22407,6562,183.6,8369.17,400,640,8000
Eastern Europe (FAO),2021,23461,6634,181.2,8483.67,400,640,8000
Ecuador,1961,25529,5257,10532,8367.06,200,640,6000
Ecuador,1962,17774,4549,10532,8406.64,200,640,5000
Ecuador,1963,15073,4962,10532,8419.12,250,640,5000
Ecuador,1964,785,6218,10532,349000,200,680,5000
Ecuador,1965,553,4743,10532,350000,200,680,6000
Ecuador,1966,673,5314,136,355000,200,680,6000
Ecuador,1967,997,4679,155,360000,400,680,6000
Ecuador,1968,1017,4839,155,360000,250,680,7000
Ecuador,1969,550,2312,179,365000,300,680,7000
Ecuador,1970,562,3563,180,390000,515,680,7000
Ecuador,1971,596,290,179,385000,550,680,7700
Ecuador,1972,258,460,164,415000,800,680,8000
Ecuador,1973,595,510,197,385258,580,680,8000
Ecuador,1974,635,830,164,509715,1400,720,8000
Ecuador,1975,800,2458,164,509716,970,720,8000
Ecuador,1976,900,2500,164,449996,1250,720,8000
Ecuador,1977,440,2600,145,449995,1550,720,8000
Ecuador,1978,350,2700,164,525657,1900,680,8000
Ecuador,1979,400,2900,145,402508,2069.16,800,8000
Ecuador,1980,470,3200,145,572332,2800,800,8000
Ecuador,1981,600,3200,145,447333,4000,760,8000
Ecuador,1982,950,3200,145,475441,2924.04,600,8000
Ecuador,1983,850,3645,145,863348,4807.31,680,8500
Ecuador,1984,967,3700,145,784993,5184.57,800,8500
Ecuador,1985,900,3700,145,921832,6599.78,960,8500
Ecuador,1986,800,3700,145,1039736.6,6939,960,8500
Ecuador,1987,662,3800,145,921403,7348,1000,9000
Ecuador,1988,500,3900,145,968969.6,7508,960,9181.81
Ecuador,1989,746,4000,145,933109.44,8015,1040,9395.12
Ecuador,1990,209,4000,145,924528.4,197000,1096,9605.19
Ecuador,1991,479,4000,1712.8,1141871.8,182000,1160,9789.23
Ecuador,1992,760,4000,1712.8,1141856.2,223000,1240,10000
Ecuador,1993,800,4000,2227.4,208000,298300,1320,10236
Ecuador,1994,1000,4000,2418.8,211200,184600,1040,10500
Ecuador,1995,734.94,4000,263890.2,214400,267200,1040,11000
Ecuador,1996,400,4000,2227.4,216000,238000,800,11500
Ecuador,1997,800,4000,2994.4,220000,191800,600,12000
Ecuador,1998,829.62,4000,3736.6,224000,220800,656,12350.91
Ecuador,1999,867.16,4200,263890.2,228000,304800,688,12618.06
Ecuador,2000,896.67,4200,3549.6,232800,256600,712,12438.77
Ecuador,2001,928.84,4200,263890.2,237600,241100,744,12520.82
Ecuador,2002,960.83,4200,3549.6,242400,215000,768,12011.91
Ecuador,2003,1000,4200,263890.2,247200,214000,800,12463.52
Ecuador,2004,1018.46,3493,263890.2,252000,216000,696,13000
Ecuador,2005,1046.04,4000,3736.6,256000,181000,720,13939.94
Ecuador,2006,1075.3,3800,3736.6,264000,193000,800,15000
Ecuador,2007,1106.77,3695.83,369983.8,272000,157000,800,16500
Ecuador,2008,1139.4,3602.45,369983.8,280000,151000,845.97,16800
Ecuador,2009,1170.89,3537.98,369983.8,288000,153000,921.53,17000
Ecuador,2010,1100,3490.56,371107.4,296000,174000,925.84,17241.83
Ecuador,2011,1282.79,3500,370856,320000,156000,907.51,17485.09
Ecuador,2012,1351.29,3600,5459.6,328000,140000,951.43,18212.86
Ecuador,2013,1420.92,3500,369983.8,320000,160800,1132.8,17646.6
Ecuador,2014,1491.52,3400,370856,344000,160000,865.97,17405.76
Ecuador,2015,1700,3400,382039.4,360000,148000,530.48,18293.16
Ecuador,2016,1700,3400,6054.6,336000,150000,96844,18239.42
Ecuador,2017,1663.95,3431.2,6054.6,368000,253000,99908,18403.2
Ecuador,2018,1684.31,3500,6375.8,368000,256000,101409,18577.27
Ecuador,2019,1727.6,3600,6375.8,368000,244000,105180,0
Ecuador,2020,1691.96,3400,75800.2,370330,268000,109563,0
Ecuador,2021,1701.29,3642.17,64090.4,376000,292000,118350,0
Egypt,1961,1706.95,3959,70881.8,380000,306000,124132,0
Egypt,1962,1700.06,4350,64090.4,384000,323000,129089,20000
Egypt,1963,1702.77,4750,75800.2,388000,203000,143419,20000
Egypt,1964,29465,4800,435585,220021230,323000,151988,20000
Egypt,1965,30481,5000,435585,203342140,318000,159909,17000
Egypt,1966,30990,5195.81,437485,220993310,370000,166892,13900
Egypt,1967,36578,5376.24,437485,234261010,225000,173481,12200
Egypt,1968,36883,5678.3,435585,214239740,338000,178451,8100
Egypt,1969,36900,5416.78,437485,223000500,340000,189755,8100
Egypt,1970,20321,5365.12,437485,236700220,362000,200749,16300
Egypt,1971,37000,5486.73,437485,242843760,385000,215589,16300
Egypt,1972,36578,5422.88,435585,214235620,412000,221962,15600
Egypt,1973,40642,5424.91,437485,230932060,441000,231129,15600
Egypt,1974,40642,5444.84,435585,211781180,485000,231713,11400
Egypt,1975,30000,45374.8,435585,204972590,360570,231971,8100
Egypt,1976,25500,50000,437485,235889970,367020,238471,6800
Egypt,1977,26100,51000,435585,210468400,363510,243803,9000
Egypt,1978,27200,52000,435585,197322430,399200,234531,4000
Egypt,1979,18000,47843.31,435585,196985150,391000,253091,4000
Egypt,1980,17200,53000,435585,198613340,383000,266042,7000
Egypt,1981,28300,54000,435585,205904510,367000,263250,2500
Egypt,1982,29400,45282.66,435585,213431890,329870,274542,3700
Egypt,1983,42700,23055,434255,158826820,302066,286190,4700
Egypt,1984,39500,35000,434255,182534370,298029,272301,3000
Egypt,1985,33700,54871,434255,176447630,250000,284239.84,4000
Egypt,1986,26100,36155,434255,176998560,270000,290939.1,4000
Egypt,1987,27200,35407,435585,196225740,250000,262309.22,4000
Egypt,1988,23100,34000,434255,183611940,290000,267828,4000
Egypt,1989,24460,33838,435585,194310020,280000,282428,4000
Egypt,1990,20430,41815,434255,180243140,93308,288670,4000
Egypt,1991,29490,40426,434255,164098980,95799,297815,3086
Egypt,1992,21230,55635,434255,170750300,99860,306734.5,6833.52
Egypt,1993,21431,81738,434255,158591520,89024,310369,6817.29
Egypt,1994,20528,55514,434255,147265660,71619,326905.7,2543.55
Egypt,1995,19413,39373,434255,152905550,77685,387659.16,4500
Egypt,1996,12056,30700,434255,168916320,75133,389952.34,8000
Egypt,1997,20267,65208.68,434255,134938990,81757,396836.8,12800
Egypt,1998,18952,28365,434255,145265060,73108,396742.06,15400
Egypt,1999,18185,27774.54,434255,157558140,89344,404197.75,15200
Egypt,2000,13000,23583.75,434255,138725230,81629,397006.4,15000
Egypt,2001,18800,34947.26,434255,132303850,97044,410149.66,10000
Egypt,2002,31700,41948,434255,128025420,91210,424002.44,12000
Egypt,2003,34100,42181.61,434255,144320770,95032,462678.75,14000
Egypt,2004,32600,25000,434255,131913910,87991,508479.8,16000
Egypt,2005,20452,26000,434255,126241330,85381,550223.4,18000
Egypt,2006,20500,28000,434255,122983550,85935,604221.75,26320
Egypt,2007,32600,30000,434255,132994350,110753,624645.8,56000
Egypt,2008,17934,31000,419956.8,121683944,101418,671038.4,57500
Egypt,2009,31024,33000,419956.8,116287950,84899,703936.9,63000
Egypt,2010,11395,34000,419956.8,121599160,84067,748320.25,65000
Egypt,2011,38300,35000,419956.8,121729520,97848,809271.44,70000
Egypt,2012,79000,36000,434255,123945280,96266,941505.6,75000
Egypt,2013,99890,37000,419956.8,107390160,102857,781508.75,80000
Egypt,2014,51136,38000,434255,130661380,109386,823452.75,84240
Egypt,2015,54219,40000,419956.8,116738930,106087,878491.75,87505
Egypt,2016,69704,41000,419956.8,115495864,110383,651794,87505
Egypt,2017,46674,43000,434255,124689390,119594,690300,87505
Egypt,2018,70000,44000,419956.8,116668870,122771,726312,93181.83
Egypt,2019,49000,45000,419956.8,109242530,112129,739350,98444.06
Egypt,2020,30000,46000,419956.8,115161176,114453.85,793718,106000
Egypt,2021,28000,45000,419956.8,104900960,115132.54,842853,108838.25
El Salvador,1961,31900,46000,419956.8,107335630,130947.23,927808,108379.29
El Salvador,1962,40300,46000,419956.8,106679144,127708.21,988310,707
El Salvador,1963,41900,47000,252486,102596180,131722.5,1098450,1374
El Salvador,1964,0,48000,437485,221828590,122446.1,1204129,1626
El Salvador,1965,0,49000,435585,205216750,115458.84,1300557,1586
El Salvador,1966,0,45000,437485,222531360,121477.84,1448685,1398
El Salvador,1967,0,44000,437485,235957950,83794.76,1539655,1135
El Salvador,1968,30400,46000,435585,215594270,82902.09,1621029,1088
El Salvador,1969,31000,45000,437485,224411200,111046.82,1669005,915
El Salvador,1970,32514,48000,437485,238561580,113129.37,1831457,717
El Salvador,1971,42877,49000,437485,244299660,118120.76,2011839,1422
El Salvador,1972,32615,55293,435585,215613040,113969.71,2195445,1548
El Salvador,1973,38000,50000,437485,232389000,88741.34,2326628,1575
El Salvador,1974,52327,51000,435585,213290540,108749.69,2422236,1331
El Salvador,1975,65332,10834521,437485,206195950,108376.03,2472806,1328
El Salvador,1976,60963,10878989,437485,237203100,120.880.484,2597054,1509
El Salvador,1977,48800,11437535,437485,212111660,142465.9,2752954,2134
El Salvador,1978,54900,12241036,437485,198510740,138375.45,2840418,3126
El Salvador,1979,70100,12353179,437485,197681340,127221.93,2971281,3498
El Salvador,1980,62000,13126010,437485,200090430,144902.06,3278918,4115
El Salvador,1981,73200,13904363,437485,207332670,137302.03,3614013,1964
El Salvador,1982,71100,13759836,437485,214718750,134134.98,4064990,2665
El Salvador,1983,69800,14286345,282863.2,160085520,142976.28,4127591,3158
El Salvador,1984,109000,15136198,435585,183853620,148015.69,4359969,3191
El Salvador,1985,108000,15574779,435585,177890030,140707.17,4887651,4097
El Salvador,1986,93000,15491327,435585,178019020,143082.86,5338525,5975
El Salvador,1987,78000,18206868,437485,197689150,135251.08,6281848,7873
El Salvador,1988,97000,18882696,286093.2,185314910,135449.22,6802586,10173
El Salvador,1989,36000,18326560,437485,195824480,127.806.125,7705856.5,11651
El Salvador,1990,40000,17814526,286093.2,181903180,14261,7792212,9883
El Salvador,1991,65000,18019994,282863.2,165757890,19914,8867761,7213
El Salvador,1992,80000,20409980,133170,172186220,21600,9535870,6449
El Salvador,1993,69600,22827236,133170,160267620,24425,9794622,6738
El Salvador,1994,80700,20452358,133170,149110800,23549,10659175,7376
El Salvador,1995,95000,21845884,133170,155373010,22942,10475263,6200
El Salvador,1996,73700,22146344,133170,171120300,25498,10817644,5790
El Salvador,1997,80900,23357778,127490,137106700,27737,11107314,4564.35
El Salvador,1998,150900,25870678,133170,147397920,30557,11148701,4256.19
El Salvador,1999,131500,24908656,133170,160135710,29590,11758477,3967
El Salvador,2000,157400,23107614,127490,141542980,32699,12076313,3927.39
El Salvador,2001,162300,22263148,127490,134621540,31953,12637778,3771
El Salvador,2002,201720,21994976,127490,130870550,25507,13209823,3229
El Salvador,2003,215720,24421976,133170,144203780,35758,13744384,3876
El Salvador,2004,197100,23717624,127490,131792910,38569,14221752,3871.08
El Salvador,2005,193600,22962682,127490,126092824,34302,14609168,3956
El Salvador,2006,209750,18164162,127490,122856050,31663,15452927,3910
El Salvador,2007,248700,18037112,127490,132862700,32099,15878338,3601
El Salvador,2008,274596,18816876,127490,121531450,30085,15705673,3584.95
El Salvador,2009,280000,18849500,127490,116160450,33622,16295860,3616.69
El Salvador,2010,238810,19456642,127490,121443660,35445,16818658,3526.07
El Salvador,2011,241807,17461834,127490,121614520,28535,16872996,4172.39
El Salvador,2012,287000,20150934,127490,123832776,31482,17694088,4443.69
El Salvador,2013,250000,21686410,127490,107308160,36947,17649166,4408.25
El Salvador,2014,185340,21285688,127490,130535290,39389,18619956,4408.71
